attempt,expert_prediction,prediction,score,shorttext
84,mathematics,mathematics,,algebra
84,mathematics,mathematics,,real analysis
84,physics,mathematics,,classical mechanics
84,physics,mathematics,,quantum chaos
84,physics,mathematics,,path integral
84,theology,mathematics,,prayer
84,theology,mathematics,,anthropology
84,theology,mathematics,,scholasticism
85,mathematics,mathematics,,statistical optimization
85,mathematics,mathematics,,algebra
85,mathematics,mathematics,,real analysis
85,physics,mathematics,,classical mechanics
85,physics,mathematics,,quantum chaos
85,physics,mathematics,,path integral
85,theology,mathematics,,prayer
85,theology,mathematics,,anthropology
85,theology,mathematics,,scholasticism
86,mathematics,mathematics,,statistical optimization
86,mathematics,mathematics,,algebra
86,mathematics,mathematics,,real analysis
86,physics,mathematics,,classical mechanics
86,physics,mathematics,,quantum chaos
86,physics,mathematics,,path integral
86,theology,mathematics,,prayer
86,theology,mathematics,,anthropology
86,theology,mathematics,,scholasticism
87,mathematics,mathematics,,stochastic calculus
87,mathematics,mathematics,,variational calculus
87,mathematics,mathematics,,differential geometry
87,physics,mathematics,,electrodynamics
87,physics,mathematics,,statistical mechanics
87,physics,mathematics,,astrophysics
87,theology,mathematics,,ecclesiology
87,theology,mathematics,,eschatology
87,theology,mathematics,,scripture
88,mathematics,mathematics,,stochastic calculus
88,mathematics,mathematics,,variational calculus
88,mathematics,mathematics,,differential geometry
88,physics,mathematics,,electrodynamics
88,physics,mathematics,,statistical mechanics
88,physics,mathematics,,astrophysics
88,theology,mathematics,,ecclesiology
88,theology,mathematics,,eschatology
88,theology,mathematics,,scripture
89,mathematics,mathematics,,stochastic calculus
89,mathematics,mathematics,,variational calculus
89,mathematics,mathematics,,differential geometry
89,physics,mathematics,,electrodynamics
89,physics,mathematics,,statistical mechanics
89,physics,mathematics,,astrophysics
89,theology,mathematics,,ecclesiology
89,theology,mathematics,,eschatology
89,theology,mathematics,,scripture
